,X.2,name,Cores,Frequency_GHz,Turbo_1core,L2_MiB,L3_MiB,TDP_W,Launched,Price,GPU_Frequency_MHz,Memory,Mobile,HPC_or_server,Firm,Transistors,Die_size,Desktop.x,Model,Process_nm,Threads,MaxMemoryGiB,Turbo_2core,Turbo_3core,Turbo_4core,Turbo_Max,GPU,GPU_Turbo_MHz,date,price,X,Type,Release.Date,Process.Size..nm.,TDP..W.,Die.Size..mm.2.,Transistors..million.,Freq..MHz.,Foundry,Vendor,FP16.GFLOPS,FP32.GFLOPS,FP64.GFLOPS,Desktop.y,Server,Desktop,Density,Speed,Energy_efficiency,Dennard_l,Dennard_r,real_Price,real_price,log_Density,I(log_Density^2),log_Energy_efficiency,I(log_Energy_efficiency^2),log_Speed,I(log_Speed^2),log_L2_MiB,I(log_L2_MiB^2),log_Cores,I(log_Cores^2),Num_processors,HPC_or_server2
1014,1014,Intel Pentium E6500K,2,2.93,NA,1.907348,NA,65,8/9/09,84,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,CPU,8/9/09,45,65,82,228,2933,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.93,10.27753846,0,NA,104.91768,NA,1.022626382,1.045764717,2.329960782,5.428717246,1.075002423,1.15563021,0.645713796,0.416946306,0.693147181,0.480453014,,0
1019,1019,AMD Athlon 64 X2 4200+,2,2.2,NA,0.488281088,NA,89,5/31/05,581,NA,,0,0,AMD,154,156,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,CPU,5/23/06,90,89,156,154,2200,Unknown,AMD,NA,NA,NA,1,0,1,0.987179487,2.2,3.806741573,0,NA,725.68062,NA,-0.012903405,0.000166498,1.336773593,1.786963639,0.78845736,0.621665009,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1020,1020,Intel Core 2 Duo T9300,2,2.5,NA,5.722044,NA,35,1/1/08,316,NA,,1,0,Intel,410,107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.831775701,2.5,29.28571429,0,NA,394.69032,NA,1.343328325,1.804530989,3.37709983,11.40480326,0.916290732,0.839588705,1.744326084,3.042673488,0.693147181,0.480453014,,0
1021,1021,Intel Pentium E6800,2,3.33,NA,1.907348,NA,65,8/29/10,86,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,2/21/11,99.99,1825,CPU,8/29/10,45,65,82,228,3333,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,3.33,11.68061538,0,0,107.41572,124.8895098,1.022626382,1.045764717,2.457930663,6.041423144,1.202972304,1.447142364,0.645713796,0.416946306,0.693147181,0.480453014,,0
1025,1025,Intel Pentium Dual-Core E5200,2,2.5,NA,1.907348,NA,65,8/31/08,84,NA,,0,0,Intel,105,77,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.363636364,2.5,4.038461538,0,NA,104.91768,NA,0.310154928,0.09619608,1.395863812,1.948435782,0.916290732,0.839588705,0.645713796,0.416946306,0.693147181,0.480453014,,0
1026,1026,Intel Celeron E3300,2,2.5,NA,0.953674,NA,65,8/1/09,43,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,51.99,1073,CPU,8/30/09,45,65,82,228,2500,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.5,8.769230769,0,0,53.70786,64.9365498,1.022626382,1.045764717,2.171249091,4.714322615,0.916290732,0.839588705,-0.047433385,0.002249926,0.693147181,0.480453014,,0
1108,1108,AMD Athlon 64 X2 4800+,2,2.5,NA,0.488281088,NA,65,12/5/06,271,NA,,0,0,AMD,154,199,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,CPU,5/23/06,90,110,199,233,2400,Unknown,AMD,NA,NA,NA,1,0,1,0.773869347,2.5,5.923076923,0,NA,338.48442,NA,-0.256352222,0.065716462,1.778856064,3.164328898,0.916290732,0.839588705,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1109,1109,AMD Opteron 880,2,2.4,NA,0.953674,0.953674,95,9/26/05,2649,NA,,0,1,AMD,106,193,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.549222798,2.4,2.677894737,0,NA,3308.65398,NA,-0.599251095,0.359101875,0.98503094,0.970285952,0.875468737,0.76644551,-0.047433385,0.002249926,0.693147181,0.480453014,8,1
1110,1110,AMD Opteron 280,2,2.4,NA,0.953674,0.953674,95,9/26/05,1299,NA,,0,1,AMD,106,193,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.549222798,2.4,2.677894737,0,NA,1622.47698,NA,-0.599251095,0.359101875,0.98503094,0.970285952,0.875468737,0.76644551,-0.047433385,0.002249926,0.693147181,0.480453014,2,1
1111,1111,Intel Core 2 Duo T7700,2,2.4,NA,3.814696,NA,35,5/1/07,530,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157,CPU,5/27/07,65,35,143,293,2400,Intel,Intel,NA,NA,NA,0,0,0,2.034965035,2.4,19.95428571,0,NA,661.9806,NA,0.710478637,0.504779894,2.993443943,8.96070664,0.875468737,0.76644551,1.338860976,1.792548713,0.693147181,0.480453014,,0
1112,1112,Intel Core Duo T2500,2,2,NA,1.907348,NA,31,1/1/06,423,NA,,0,0,Intel,151,90,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,8/9/10,299.99,1203,CPU,1/5/06,65,31,90,151,1992,Intel,Intel,NA,NA,NA,0,0,1,1.677777778,2,9.741935484,0,0,528.33546,374.6935098,0.517470166,0.267775373,2.276439813,5.182178222,0.693147181,0.480453014,0.645713796,0.416946306,0.693147181,0.480453014,,0
1116,1116,Intel Xeon MV 5063,2,3.2,NA,1.953124352,NA,95,5/23/06,369,NA,,0,1,Intel,376,162,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.320987654,3.2,12.66526316,0,NA,460.88838,NA,0.841992808,0.708951889,2.538863062,6.445825646,1.16315081,1.352919806,0.669430322,0.448136956,0.693147181,0.480453014,2,1
1117,1117,Intel Xeon 5060,2,3.2,NA,1.953124352,NA,130,5/23/06,316,NA,,0,1,Intel,376,162,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,CPU,5/23/06,65,130,NA,NA,3200,Intel,Intel,NA,NA,NA,0,1,0,2.320987654,3.2,9.255384615,0,NA,394.69032,NA,0.841992808,0.708951889,2.225205503,4.951539529,1.16315081,1.352919806,0.669430322,0.448136956,0.693147181,0.480453014,2,1
1118,1118,Intel Core 2 Duo T7200,2,2,NA,3.814696,NA,34,8/1/06,294,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,CPU,7/27/06,65,35,143,293,2000,Intel,Intel,NA,NA,NA,0,0,0,2.034965035,2,17.11764706,0,NA,367.21188,NA,0.710478637,0.504779894,2.840109923,8.066224375,0.693147181,0.480453014,1.338860976,1.792548713,0.693147181,0.480453014,,0
1119,1119,Intel Core 2 Duo T8300,2,2.4,NA,2.861022,NA,35,1/1/08,241,NA,,1,0,Intel,410,107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.831775701,2.4,28.11428571,0,NA,301.01382,NA,1.343328325,1.804530989,3.336277836,11.1307498,0.875468737,0.76644551,1.051178904,1.104977087,0.693147181,0.480453014,,0
1120,1120,Intel Core Duo T2050,2,1.6,NA,1.907348,NA,31,5/1/06,140,NA,,0,0,Intel,151,90,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1199,CPU,5/1/05,65,31,90,151,1600,Intel,Intel,NA,NA,NA,0,0,1,1.677777778,1.6,7.793548387,0,NA,174.8628,NA,0.517470166,0.267775373,2.053296262,4.216025538,0.470003629,0.220903412,0.645713796,0.416946306,0.693147181,0.480453014,,0
1121,1121,Intel Core 2 Duo E4600,2,2.4,NA,1.907348,NA,65,10/1/07,133,NA,,0,0,Intel,167,111,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124,CPU,10/21/07,65,65,111,167,2400,Intel,Intel,NA,NA,NA,1,0,1,1.504504505,2.4,6.166153846,0,NA,166.11966,NA,0.408463611,0.166842522,1.81907528,3.309034874,0.875468737,0.76644551,0.645713796,0.416946306,0.693147181,0.480453014,,0
1122,1122,Intel Pentium E6700,2,3.2,NA,1.907348,NA,65,5/30/10,86,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,11/13/14,59.95,1824,CPU,5/30/10,45,65,82,228,3200,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,3.2,11.22461538,0,0,107.41572,74.878749,1.022626382,1.045764717,2.418109169,5.847251953,1.16315081,1.352919806,0.645713796,0.416946306,0.693147181,0.480453014,,0
1178,1178,Intel Pentium Dual-Core E2220,2,2.4,NA,0.953674,NA,65,3/2/08,84,NA,,0,0,Intel,105,77,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,CPU,3/2/08,65,65,77,105,2400,Intel,Intel,NA,NA,NA,1,0,1,1.363636364,2.4,3.876923077,0,NA,104.91768,NA,0.310154928,0.09619608,1.355041818,1.836138327,0.875468737,0.76644551,-0.047433385,0.002249926,0.693147181,0.480453014,,0
1179,1179,Intel Celeron E1600,2,2.4,NA,0.488281088,NA,65,5/1/09,53,NA,,0,0,Intel,105,77,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,CPU,5/31/09,65,65,77,105,2400,Intel,Intel,NA,NA,NA,1,0,1,1.363636364,2.4,3.876923077,0,NA,66.19806,NA,0.310154928,0.09619608,1.355041818,1.836138327,0.875468737,0.76644551,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1180,1180,Intel Celeron E3200,2,2.4,NA,0.953674,NA,65,8/1/09,43,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/15/10,51.99,1072,CPU,8/30/09,45,65,82,228,2400,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.4,8.418461538,0,0,53.70786,64.9365498,1.022626382,1.045764717,2.130427096,4.538719613,0.875468737,0.76644551,-0.047433385,0.002249926,0.693147181,0.480453014,,0
1182,1182,Intel Atom 330,2,1.6,NA,0.488281088,NA,8,6/3/08,43,NA,,0,0,Intel,47,96,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,CPU,6/3/08,45,8,96,47,1600,Intel,Intel,NA,NA,NA,0,0,1,0.489583333,1.6,9.4,0,NA,53.70786,NA,-0.71420059,0.510082482,2.240709689,5.020779912,0.470003629,0.220903412,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1183,1183,AMD Athlon 64 X2 4600+,2,2.4,NA,0.488281088,NA,110,5/31/05,803,NA,,0,0,AMD,154,156,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,CPU,5/23/06,90,110,156,154,2400,Unknown,AMD,NA,NA,NA,1,0,1,0.987179487,2.4,3.36,0,NA,1002.96306,NA,-0.012903405,0.000166498,1.211940974,1.468800924,0.875468737,0.76644551,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1185,1185,Intel Pentium E5400,2,2.7,NA,1.907348,NA,65,1/18/09,84,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,11/13/14,38.99,1816,CPU,1/18/09,45,65,82,228,2700,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.7,9.470769231,0,0,104.91768,48.6992898,1.022626382,1.045764717,2.248210132,5.054448798,0.993251773,0.986549085,0.645713796,0.416946306,0.693147181,0.480453014,,0
1279,1279,Intel Celeron E3500,2,2.7,NA,0.953674,NA,65,8/1/10,52,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,3/12/11,62.99,1075,CPU,8/29/10,45,65,82,228,2700,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.7,9.470769231,0,0,64.94904,78.6757698,1.022626382,1.045764717,2.248210132,5.054448798,0.993251773,0.986549085,-0.047433385,0.002249926,0.693147181,0.480453014,,0
1311,1311,AMD Athlon 64 X2 5200+,2,2.7,NA,0.488281088,NA,65,10/8/07,125,NA,,0,0,AMD,154,220,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,CPU,9/6/06,90,89,220,154,2600,Unknown,AMD,NA,NA,NA,1,0,1,0.7,2.7,6.396923077,0,NA,156.1275,NA,-0.356674944,0.127217016,1.855817106,3.444057129,0.993251773,0.986549085,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1312,1312,AMD Opteron 885,2,2.6,NA,0.953674,0.953674,95,3/6/06,2149,NA,,0,1,AMD,106,193,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.549222798,2.6,2.901052632,0,NA,2684.14398,NA,-0.599251095,0.359101875,1.065073648,1.134381875,0.955511445,0.913002122,-0.047433385,0.002249926,0.693147181,0.480453014,8,1
1313,1313,AMD Opteron 285,2,2.6,NA,0.953674,0.953674,95,3/6/06,1051,NA,,0,1,AMD,106,193,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.549222798,2.6,2.901052632,0,NA,1312.72002,NA,-0.599251095,0.359101875,1.065073648,1.134381875,0.955511445,0.913002122,-0.047433385,0.002249926,0.693147181,0.480453014,2,1
1314,1314,Intel Xeon 7110M,2,2.6,NA,0.976562176,3.906248704,95,8/27/06,856,NA,,0,1,Intel,230,435,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,CPU,8/27/06,65,95,435,1328,2600,Intel,Intel,NA,NA,NA,0,1,0,0.528735632,2.6,6.294736842,0,NA,1069.16112,NA,-0.637266722,0.406108875,1.839713862,3.384547095,0.955511445,0.913002122,-0.023716858,0.000562489,0.693147181,0.480453014,4,1
1315,1315,Intel Core 2 Extreme X7800,2,2.6,NA,3.814696,NA,44,7/1/07,851,NA,,1,0,Intel,291,143,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.034965035,2.6,17.19545455,0,NA,1062.91602,NA,0.710478637,0.504779894,2.844645078,8.092005621,0.955511445,0.913002122,1.338860976,1.792548713,0.693147181,0.480453014,,0
1316,1316,Intel Core Duo T2600,2,2.17,NA,1.907348,NA,31,1/1/06,637,NA,,0,0,Intel,151,90,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204,CPU,1/5/06,65,31,90,151,2166,Intel,Intel,NA,NA,NA,0,0,1,1.677777778,2.17,10.57,0,NA,795.62574,NA,0.517470166,0.267775373,2.3580198,5.560257377,0.774727168,0.600202184,0.645713796,0.416946306,0.693147181,0.480453014,,0
1317,1317,Intel Core 2 Duo T7800,2,2.6,NA,3.814696,NA,35,9/1/07,530,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,CPU,9/27/07,65,35,143,293,2600,Intel,Intel,NA,NA,NA,0,0,0,2.034965035,2.6,21.61714286,0,NA,661.9806,NA,0.710478637,0.504779894,3.073486651,9.446320192,0.955511445,0.913002122,1.338860976,1.792548713,0.693147181,0.480453014,,0
1318,1318,Intel Core 2 Duo T9500,2,2.6,NA,5.722044,NA,35,1/1/08,530,NA,,1,0,Intel,410,107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.831775701,2.6,30.45714286,0,NA,661.9806,NA,1.343328325,1.804530989,3.416320543,11.67124605,0.955511445,0.913002122,1.744326084,3.042673488,0.693147181,0.480453014,,0
1319,1319,Intel Core 2 Duo T7400,2,2.17,NA,3.814696,NA,34,8/1/06,423,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,CPU,7/27/06,65,35,143,293,2166,Intel,Intel,NA,NA,NA,0,0,0,2.034965035,2.17,18.57264706,0,NA,528.33546,NA,0.710478637,0.504779894,2.92168991,8.536271931,0.774727168,0.600202184,1.338860976,1.792548713,0.693147181,0.480453014,,0
1320,1320,Intel Core 2 Duo E4700,2,2.6,NA,1.907348,NA,65,3/1/08,133,NA,,0,0,Intel,167,111,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,CPU,3/2/08,65,65,111,167,2600,Intel,Intel,NA,NA,NA,1,0,1,1.504504505,2.6,6.68,0,NA,166.11966,NA,0.408463611,0.166842522,1.899117988,3.606649131,0.955511445,0.913002122,0.645713796,0.416946306,0.693147181,0.480453014,,0
1321,1321,Intel Pentium Dual-Core E5300,2,2.6,NA,1.907348,NA,65,11/30/08,84,NA,,0,0,Intel,105,77,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.363636364,2.6,4.2,0,NA,104.91768,NA,0.310154928,0.09619608,1.435084525,2.059467595,0.955511445,0.913002122,0.645713796,0.416946306,0.693147181,0.480453014,,0
1322,1322,Intel Celeron E3400,2,2.6,NA,0.953674,NA,65,1/1/10,53,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,62.99,1074,CPU,1/17/10,45,65,82,228,2600,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.6,9.12,0,0,66.19806,78.6757698,1.022626382,1.045764717,2.210469804,4.886176755,0.955511445,0.913002122,-0.047433385,0.002249926,0.693147181,0.480453014,,0
1374,1374,AMD Athlon 64 FX-60,2,2.6,NA,0.976562176,NA,110,1/9/06,1031,NA,,0,0,AMD,233,199,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,CPU,1/9/06,90,110,199,233,2600,Unknown,AMD,NA,NA,NA,1,0,1,1.170854271,2.6,5.507272727,0,NA,1287.73962,NA,0.157733629,0.024879898,1.706069533,2.910673251,0.955511445,0.913002122,-0.023716858,0.000562489,0.693147181,0.480453014,,0
1375,1375,AMD Athlon 64 X2 5000+,2,2.6,NA,0.488281088,NA,89,5/23/06,696,NA,,0,0,AMD,154,220,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,CPU,5/23/06,90,89,220,154,2600,Unknown,AMD,NA,NA,NA,1,0,1,0.7,2.6,4.498876404,0,NA,869.31792,NA,-0.356674944,0.127217016,1.503827678,2.261497684,0.955511445,0.913002122,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1376,1376,AMD Athlon 64 FX-70,2,2.6,NA,0.976562176,NA,125,11/30/06,599,NA,,0,0,AMD,227,235,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,CPU,11/30/06,90,125,235,227,2600,Unknown,AMD,NA,NA,NA,1,0,1,0.965957447,2.6,4.7216,0,NA,748.16298,NA,-0.034635497,0.001199618,1.552147725,2.409162561,0.955511445,0.913002122,-0.023716858,0.000562489,0.693147181,0.480453014,,0
1377,1377,"AMD Athlon 64 X2 5000+
Black Edition",2,2.6,NA,0.488281088,NA,65,9/25/07,136,NA,,0,0,AMD,154,126,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.222222222,2.6,6.16,0,NA,169.86672,NA,0.200670695,0.040268728,1.818076778,3.305403169,0.955511445,0.913002122,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1380,1380,Intel Xeon 7030,2,2.8,NA,0.976562176,NA,165,11/1/05,1980,NA,,0,1,Intel,230,206,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.116504854,2.8,3.903030303,0,NA,2473.0596,NA,0.11020314,0.012144732,1.361753252,1.85437192,1.029619417,1.060116144,-0.023716858,0.000562489,0.693147181,0.480453014,4,1
1382,1382,Intel Xeon 5080,2,3.733,NA,1.953124352,NA,130,5/23/06,851,NA,,0,1,Intel,376,162,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,CPU,5/23/06,65,130,NA,NA,3730,Intel,Intel,NA,NA,NA,0,1,0,2.320987654,3.733,10.79698462,0,NA,1062.91602,NA,0.841992808,0.708951889,2.379266893,5.660910947,1.3172122,1.73504798,0.669430322,0.448136956,0.693147181,0.480453014,2,1
1383,1383,Intel Core 2 Extreme X7900,2,2.8,NA,3.814696,NA,44,8/1/07,851,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173,CPU,8/1/07,65,44,143,NA,2800,Intel,Intel,NA,NA,NA,1,0,0,2.034965035,2.8,18.51818182,0,NA,1062.91602,NA,0.710478637,0.504779894,2.91875305,8.519119369,1.029619417,1.060116144,1.338860976,1.792548713,0.693147181,0.480453014,,0
1384,1384,Intel Core 2 Extreme X9000,2,2.8,NA,5.722044,NA,44,1/1/08,851,NA,,1,0,Intel,291,143,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.034965035,2.8,18.51818182,0,NA,1062.91602,NA,0.710478637,0.504779894,2.91875305,8.519119369,1.029619417,1.060116144,1.744326084,3.042673488,0.693147181,0.480453014,,0
1386,1386,Intel Core Duo T2700,2,2.33,NA,1.907348,NA,31,6/1/06,637,NA,,0,0,Intel,151,90,1,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,CPU,6/28/06,65,31,90,151,2333,Intel,Intel,NA,NA,NA,0,0,1,1.677777778,2.33,11.34935484,0,NA,795.62574,NA,0.517470166,0.267775373,2.4291609,5.900822678,0.845868268,0.715493126,0.645713796,0.416946306,0.693147181,0.480453014,,0
1387,1387,Intel Core 2 Duo T7600,2,2.33,NA,3.814696,NA,34,8/1/06,637,NA,,1,0,Intel,291,143,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155,CPU,7/27/06,65,35,143,293,2333,Intel,Intel,NA,NA,NA,0,0,0,2.034965035,2.33,19.94205882,0,NA,795.62574,NA,0.710478637,0.504779894,2.99283101,8.957037455,0.845868268,0.715493126,1.338860976,1.792548713,0.693147181,0.480453014,,0
1388,1388,Intel Celeron P4500,2,1.87,NA,0.244140544,1.907348,35,3/1/10,86,500.667,2 × DDR3-1066,1,0,Intel,382,81,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.716049383,1.87,20.40971429,0,NA,107.41572,NA,1.550971454,2.405512451,3.016010978,9.096322219,0.625938431,0.391798919,-1.41001122,1.988131639,0.693147181,0.480453014,,0
1389,1389,Intel Pentium E5500,2,2.8,NA,1.907348,NA,65,4/18/10,75,NA,,0,0,Intel,228,82,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,2/21/11,69.99,1817,CPU,4/18/10,45,65,82,228,2800,Intel,Intel,NA,NA,NA,1,0,1,2.780487805,2.8,9.821538462,0,0,93.6765,87.4189098,1.022626382,1.045764717,2.284577776,5.219295616,1.029619417,1.060116144,0.645713796,0.416946306,0.693147181,0.480453014,,0
1527,1527,Intel Celeron T1500,2,1.87,NA,0.488281088,NA,35,7/1/08,59,NA,,1,0,Intel,410,107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.831775701,1.87,21.90571429,0,NA,73.69218,NA,1.343328325,1.804530989,3.086747529,9.528010308,0.625938431,0.391798919,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1530,1530,AMD Athlon 64 FX-62,2,2.8,NA,0.976562176,NA,125,5/23/06,1031,NA,,0,0,AMD,227,220,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,CPU,5/23/06,90,125,220,243,2800,Unknown,AMD,NA,NA,NA,1,0,1,1.031818182,2.8,5.0848,0,NA,1287.73962,NA,0.031322471,0.000981097,1.626255697,2.644707593,1.029619417,1.060116144,-0.023716858,0.000562489,0.693147181,0.480453014,,0
1531,1531,AMD Athlon 64 FX-72,2,2.8,NA,0.976562176,NA,125,11/30/06,799,NA,,0,0,AMD,227,235,1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,CPU,11/30/06,90,125,235,227,2800,Unknown,AMD,NA,NA,NA,1,0,1,0.965957447,2.8,5.0848,0,NA,997.96698,NA,-0.034635497,0.001199618,1.626255697,2.644707593,1.029619417,1.060116144,-0.023716858,0.000562489,0.693147181,0.480453014,,0
1532,1532,AMD Athlon 64 X2 5600+ (F3),2,2.8,NA,0.976562176,NA,89,12/12/06,505,NA,,0,0,AMD,154,126,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.222222222,2.8,4.84494382,0,NA,630.7551,NA,0.200670695,0.040268728,1.57793565,2.489880915,1.029619417,1.060116144,-0.023716858,0.000562489,0.693147181,0.480453014,,0
1533,1533,AMD Athlon 64 X2 5400+ (F3),2,2.8,NA,0.488281088,NA,89,12/12/06,485,NA,,0,0,AMD,154,126,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.222222222,2.8,4.84494382,0,NA,605.7747,NA,0.200670695,0.040268728,1.57793565,2.489880915,1.029619417,1.060116144,-0.716864039,0.51389405,0.693147181,0.480453014,,0
1534,1534,Intel Xeon 7041,2,3,NA,1.953124352,NA,165,11/1/05,3157,NA,,0,1,Intel,230,206,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.116504854,3,4.181818182,0,NA,3943.15614,NA,0.11020314,0.012144732,1.430746124,2.04703447,1.098612289,1.206948961,0.669430322,0.448136956,0.693147181,0.480453014,4,1
1535,1535,Intel Xeon 7110N,2,2.5,NA,0.976562176,3.906248704,95,8/27/06,856,NA,,0,1,Intel,230,435,0,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,CPU,8/27/06,65,95,435,1328,2500,Intel,Intel,NA,NA,NA,0,1,0,0.528735632,2.5,6.052631579,0,NA,1069.16112,NA,-0.637266722,0.406108875,1.800493149,3.24177558,0.916290732,0.839588705,-0.023716858,0.000562489,0.693147181,0.480453014,4,1
